Canonical Reference Song Index
=======================================
english | #163 | WHENTHETRUMPETOFTHELORDWHENTHEROLL | F | normalized= whenthetrumpetofthelordwhentheroll
english | #166 | SPEAKMYLORD | G | normalized= speakmylord
english | #167 | Theloveof Godisgreaterfar | F | normalized= theloveof godisgreaterfar
english | #175 | When Hereacheddown Hishandforme Iwaslost | C | normalized= when hereacheddown hishandforme iwaslost
english | #178 | O Lord My God | C | normalized= o lord my god
english | #182 | Allhailthe Powerof Jesus Name | F | normalized= allhailthe powerof jesus name
english | #183 | Atthecrosswhere Ifirstsawthelight | F | normalized= atthecrosswhere ifirstsawthelight
english | #184 | O Happy Day | G | normalized= o happy day
english | #186 | WHENTHESAVIOURCALLS | G | normalized= whenthesaviourcalls
english | #188 | Holdto Godsunchanginghand | G | normalized= holdto godsunchanginghand
english | #189 | Nationsarebreaking Thedayofredemption | F | normalized= nationsarebreaking thedayofredemption
english | #191 | ONAHILLFARAWAYOLDRUGGEDCROSS | G | normalized= onahillfarawayoldruggedcross
english | #192 | WONDERFULJESUSISTOMEOMYHEARTSINGSTODAY | G | normalized= wonderfuljesusistomeomyheartsingstoday
english | #193 | IMAPILGRIMANDASTRANGERWHENTHESAINTS | D | normalized= imapilgrimandastrangerwhenthesaints
english | #195 | Thoumyeverlastingportion Closeto Thee | G | normalized= thoumyeverlastingportion closeto thee
english | #198 | SUCHLOVESUCHWONDROUSLOVE | G | normalized= suchlovesuchwondrouslove
english | #199 | DOWNFROMHISGLORY Ohow Ilove Him | D | normalized= downfromhisglory ohow ilove him
english | #200 | Blessed Assurance Jesusismine | D | normalized= blessed assurance jesusismine
english | #201 | Onceourblessed Christof Beauty Ohbeholdthemanofsorrow | D | normalized= onceourblessed christof beauty ohbeholdthemanofsorrow
english | #202 | Jesusbreakseveryfetter | A | normalized= jesusbreakseveryfetter
english | #203 | When Isawthe Cleansing Foutain | D | normalized= when isawthe cleansing foutain
